,house_type,price,Hydro,Water,Heat,smoke,outdor_space,air_conditioning,appliances,furnished,pet_friendly,parking,size_S/Q,wifi_more,Bathrooms,Bedrooms
2268,Condo,"$2,550",Yes,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,644,['Not Included'],[' 1'],[' 1 + Den']
2269,Apartment,"$2,000",No,Yes,Yes,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,"1,200",['Not Included'],[' 2'],[' 2']
2270,Condo,"$2,700",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,664,['Not Included'],[' 1'],[' 2']
2271,House,"$1,750",Yes,Yes,Yes,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,No,1,600,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2272,House,"$1,200",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,Yes,0,500,['Not Included'],[' 1'],[' 1']
2273,Apartment,"$1,050",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],Yes,No,0,450,['Cable / TV'],[' 1'],[' 1']
2274,Apartment,"$1,600",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,750,['Not Included'],[' 1'],[' 1']
2275,Basement,"$1,000",Yes,Yes,Yes,Outdoors only,Yard,No,['Laundry (In Building)'],No,No,1,550,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2276,House,"$2,350",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,1,900,['Not Included'],[' 1'],[' 2 + Den']
2277,House,Please Contact,Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,"1,100",['Internet'],[' 1'],[' 2']
2278,Condo,"$3,200",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,1,550,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2279,Condo,Please Contact,No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,533,['Not Included'],[' 1'],[' 1']
2280,Apartment,Please Contact,No,No,Yes,No,Balcony,No,['Laundry (In Unit)'],No,No,1,"1,100",['Not Included'],[' 1'],[' 2']
2281,Condo,"$1,675",Yes,Yes,Yes,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,Limited,1,600,['Internet'],[' 1'],[' Bachelor/Studio']
2282,Condo,Please Contact,Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,800,['Not Included'],[' 1'],[' 2']
2283,Apartment,$750,No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,650,['Not Included'],[' 1'],[' 1']
2284,Apartment,"$1,750",No,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,559,['Not Included'],[' 1'],[' 1 + Den']
2285,Townhouse,"$2,900",Not Included,Not Included,Not Included,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"1,440",['Not Included'],[' 3'],[' 3 + Den']
2286,Basement,"$1,800",Not Included,Not Included,Not Included,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,"1,200",['Not Included'],[' 1'],[' 2']
2287,House,"$3,595",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,No,2,"2,500",['Not Included'],[' 2'],[' 5+']
2288,Apartment,"$1,650",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,200",['Not Included'],[' 1'],[' 2']
2289,Basement,"$1,000",Yes,Yes,Yes,No,Not Included,Yes,['Fridge / Freezer'],Yes,No,1,400,['Internet'],[' 1'],[' Bachelor/Studio']
2290,Apartment,$999,Not Included,Not Included,Not Included,No,Not Included,No,['Fridge / Freezer'],Yes,Limited,0,500,['Not Included'],[' 1'],[' 1']
2291,Condo,"$2,600",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"1,118",['Not Included'],[' 2'],[' 3']
2292,House,"$1,000",Yes,Yes,No,No,Yard,No,['Not Included'],No,No,2,"1,000",['Not Included'],[' 1'],[' Bachelor/Studio']
2293,Apartment,"$1,450",No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,0,600,['Not Included'],[' 1'],[' 1']
2294,House,Please Contact,Yes,Yes,Yes,No,Yard,No,['Laundry (In Building)'],No,Yes,1,"1,500","['Cable / TV', 'Internet']",[' 1'],[' 2']
2295,Basement,"$1,100",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,No,0,500,['Internet'],[' 1'],[' 1']
2296,Condo,"$1,500",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,577,['Not Included'],[' 1'],[' 1']
2297,Apartment,"$2,250",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,766,['Not Included'],[' 1.5'],[' 2']
2298,Apartment,"$2,395",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,793,['Not Included'],[' 2'],[' 2']
2299,Apartment,"$1,898",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,554,['Not Included'],[' 1'],[' 1']
2300,Condo,"$1,500",Not Included,Not Included,Not Included,No,Yard,No,['Laundry (In Unit)'],No,No,2,"1,000",['Not Included'],[' 1'],[' 1']
2301,Basement,"$1,300",Yes,Yes,Yes,No,Not Included,No,['Laundry (In Building)'],No,Yes,1,"1,000",['Internet'],[' 1'],[' 1']
2302,Basement,Please Contact,Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,2,800,['Not Included'],[' 1'],[' 1']
2303,Condo,"$2,200",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,1,660,"['Cable / TV', 'Internet']",[' 1'],[' 1 + Den']
2304,Condo,"$2,000",Yes,Yes,Yes,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,1,650,['Not Included'],[' 1'],[' 1 + Den']
2305,House,"$3,600",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,3+,"2,600",['Not Included'],[' 2'],[' 4']
2306,Townhouse,"$1,450",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,2,"1,650",['Not Included'],[' 1'],[' 2']
2307,Townhouse,"$1,650",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,2,"1,850",['Not Included'],[' 1'],[' 3']
2308,House,"$2,000",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,Limited,2,700,['Not Included'],[' 1'],[' 2']
2309,House,"$3,200",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,"1,750",['Not Included'],[' 1.5'],[' 3']
2310,Townhouse,"$2,400",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,"1,100",['Not Included'],[' 1.5'],[' 3']
2311,Basement,"$1,500",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Laundry (In Building)']",No,No,0,850,['Not Included'],[' 1'],[' 2']
2312,Basement,$825,Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,No,0,850,['Internet'],[' 1'],[' 1']
2313,Apartment,"$1,500",Yes,Yes,Yes,No,Balcony,Yes,['Laundry (In Unit)'],No,Yes,0,840,['Not Included'],[' 1'],[' 2']
2314,Condo,"$1,800",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,630,"['Cable / TV', 'Internet']",[' 1'],[' 1 + Den']
2315,House,"$3,200",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,3+,"2,000",['Not Included'],[' 2'],[' 4']
2316,Basement,"$1,500",Yes,Yes,Yes,No,Not Included,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,1,['Internet'],[' 1'],[' 2']
2317,Apartment,"$2,000",Not Included,Not Included,Not Included,No,Balcony,No,['Laundry (In Unit)'],No,No,1,847,['Not Included'],[' 2'],[' 2']
2318,Townhouse,"$1,800",No,Yes,No,No,Yard,Yes,['Laundry (In Unit)'],No,Limited,2,"1,200",['Not Included'],[' 1.5'],[' 2 + Den']
2319,Apartment,Please Contact,No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,627,['Not Included'],[' 1'],[' 1']
2320,Basement,Swap/Trade,Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,750,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2321,Condo,"$1,500",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,900,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2322,Townhouse,"$1,895",Not Included,Not Included,Not Included,Outdoors only,Not Included,No,['Laundry (In Building)'],Yes,Yes,1,824,['Not Included'],[' 1'],[' 2']
2323,House,"$1,150",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,700,['Not Included'],[' 1.5'],[' 1']
2324,House,"$2,600",Not Included,Not Included,Not Included,No,Yard,No,['Laundry (In Building)'],No,No,2,"1,153",['Not Included'],[' 2'],[' 3 + Den']
2325,Townhouse,"$1,895",Not Included,Not Included,Not Included,Outdoors only,Not Included,No,['Laundry (In Unit)'],Yes,Yes,2,"1,056",['Not Included'],[' 1'],[' 2']
2326,Apartment,$850,No,Yes,Yes,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,750,['Not Included'],[' 1'],[' 2']
2327,Condo,"$2,000",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,983,['Not Included'],[' 2'],[' 2']
2328,Condo,"$5,700",No,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"1,210",['Not Included'],[' 2'],[' 2 + Den']
2329,House,"$3,500",Not Included,Not Included,Not Included,No,Yard,No,['Laundry (In Unit)'],No,No,3+,"2,000",['Not Included'],[' 2.5'],[' 5+']
2330,Apartment,"$1,300",Yes,Yes,Yes,No,Not Included,No,['Laundry (In Unit)'],No,No,1,585,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2331,House,Please Contact,Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,3+,"2,350",['Not Included'],[' 2'],[' 4']
2332,Apartment,"$1,650",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,2,900,['Not Included'],[' 1'],[' 2']
2333,House,"$1,800",Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,3+,"1,100",['Not Included'],[' 2'],[' 3']
2334,House,"$3,850",Not Included,Not Included,Not Included,Yes,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,2,"1,200",['Not Included'],[' 1'],[' 2']
2335,Apartment,"$1,900",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,800,['Not Included'],[' 1'],[' 2']
2336,House,Please Contact,Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"1,600",['Not Included'],[' 2'],[' 4']
2337,Basement,"$1,350",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,0,850,['Internet'],[' 1'],[' 1']
2338,House,"$3,600",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,2,"2,500",['Not Included'],[' 3'],[' 4']
2339,Basement,"$1,600",Yes,Yes,Yes,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,1,850,['Internet'],[' 1'],[' 2']
2340,Apartment,$995,Yes,Yes,Yes,No,Not Included,Yes,['Laundry (In Building)'],Yes,No,0,315,['Internet'],[' 1'],[' Bachelor/Studio']
2341,Condo,"$1,500",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,577,['Not Included'],[' 1'],[' 1']
2342,Condo,"$3,300",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,898,['Not Included'],[' 2'],[' 2']
2343,Apartment,"$1,720",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,886,['Internet'],[' 2'],[' 2']
2344,Apartment,$795,Yes,Yes,Yes,Yes,Not Included,No,['Laundry (In Building)'],Yes,Yes,3+,320,"['Cable / TV', 'Internet']",[' 1'],[' Bachelor/Studio']
2345,Basement,"$2,200",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,"1,300",['Cable / TV'],[' 1'],[' 2']
2346,Townhouse,"$2,000",Not Included,Not Included,Not Included,No,Yard,No,['Fridge / Freezer'],No,No,2,"1,500",['Not Included'],[' 2'],[' 3']
2347,Basement,"$1,300",Not Included,Not Included,Not Included,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,0,550,['Internet'],[' 1'],[' 1']
2348,Condo,"$2,600",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,720,['Not Included'],[' 1'],[' 1 + Den']
2349,Condo,"$2,350",Not Included,Not Included,Not Included,No,Balcony,Yes,['Laundry (In Unit)'],No,No,1,635,['Not Included'],[' 1'],[' 2']
2350,Townhouse,"$3,500",Not Included,Not Included,Not Included,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,2,"1,500",['Not Included'],[' 2.5'],[' 3 + Den']
2351,Townhouse,"$2,500",Not Included,Not Included,Not Included,Outdoors only,Yard,No,['Laundry (In Unit)'],No,No,2,"1,196","['Cable / TV', 'Internet']",[' 2.5'],[' 3']
2352,Apartment,"$1,450",Not Included,Not Included,Not Included,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,800,['Internet'],[' 1'],[' 1']
2353,House,"$3,600",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"3,690",['Not Included'],[' 4'],[' 4 + Den']
2354,Apartment,"$1,750",No,Yes,No,No,Not Included,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,"1,000",['Not Included'],[' 1.5'],[' 3']
2355,Condo,"$2,000",No,Yes,No,No,Balcony,No,['Laundry (In Unit)'],Yes,No,1,530,['Not Included'],[' 1'],[' 1 + Den']
2356,Apartment,$850,No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,700,['Not Included'],[' 1'],[' 1']
2357,Apartment,Please Contact,No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,575,['Not Included'],[' 1'],[' 1']
2358,Duplex/Triplex,"$2,050",No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,150",['Not Included'],[' 1.5'],[' 3']
2359,Basement,"$1,300",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,0,750,['Internet'],[' 1'],[' 1']
2360,Basement,"$2,200",Yes,Yes,Yes,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,800,['Internet'],[' 1'],[' 2']
2361,Basement,"$1,500",Yes,Yes,Yes,Outdoors only,Yard,Yes,['Fridge / Freezer'],No,No,2,"1,500",['Not Included'],[' 1'],[' 2 + Den']
2362,Apartment,"$2,400",Not Included,Not Included,Not Included,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,200",['Not Included'],[' 2'],[' 2']
2363,Condo,"$2,250",No,Yes,Yes,No,Not Included,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,840,['Not Included'],[' 1'],[' 1 + Den']
2364,Basement,"$1,400",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,No,1,850,['Internet'],[' 1'],[' 2']
2365,Apartment,"$1,800",Not Included,Not Included,Not Included,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,No,0,400,['Not Included'],[' 1'],[' Bachelor/Studio']
2366,Basement,"$1,500",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,700,['Not Included'],[' 1'],[' 2']
2367,House,Please Contact,Yes,Yes,Yes,Yes,Yard,Yes,['Laundry (In Unit)'],Yes,Yes,3+,"3,000","['Cable / TV', 'Internet']",[' 2.5'],[' 4']
2368,Condo,"$2,600",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,720,['Not Included'],[' 1'],[' 1 + Den']
2369,Apartment,"$1,550",No,Yes,Yes,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,0,900,['Cable / TV'],[' 1'],[' 2']
2370,Apartment,"$1,325",No,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,775,['Cable / TV'],[' 1'],[' 1']
2371,Condo,"$2,200",No,Yes,Yes,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,765,['Not Included'],[' 1'],[' 2']
2372,Apartment,Please Contact,Yes,No,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,827,['Not Included'],[' 2'],[' 2']
2373,House,$625,Yes,Yes,Yes,Outdoors only,Yard,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,No,1,200,['Internet'],[' 2'],[' 1']
2374,Apartment,"$1,914",No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,0,830,['Not Included'],[' 1'],[' 2']
2375,Condo,"$2,300",Not Included,Not Included,Not Included,No,Not Included,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,660,['Internet'],[' 1'],[' 1 + Den']
2376,Basement,"$1,500",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,600,['Not Included'],[' 1'],[' 1 + Den']
2377,House,"$1,800",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,3+,"1,430",['Not Included'],[' 2'],[' 3']
2378,Basement,"$1,700",Yes,Yes,Yes,No,Not Included,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,"1,100",['Not Included'],[' 1'],[' 2']
2379,Apartment,$990,Yes,Yes,Yes,Outdoors only,Not Included,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,No,1,160,['Internet'],[' 1'],[' Bachelor/Studio']
2380,Apartment,$850,Yes,Yes,Yes,No,Balcony,No,['Laundry (In Unit)'],Yes,No,0,900,['Internet'],[' 1'],[' 1']
2381,House,"$3,500",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,3+,"1,900",['Not Included'],[' 2'],[' 4']
2382,House,"$1,750",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,700,['Not Included'],[' 1'],[' 2 + Den']
2383,Apartment,"$2,500",Yes,Yes,Yes,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,760,['Not Included'],[' 2'],[' 2']
2384,Basement,"$2,000",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,2,1,['Internet'],[' 1'],[' 2']
2385,Condo,"$1,500",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,577,['Not Included'],[' 1'],[' 1']
2386,Apartment,"$1,898",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,554,['Not Included'],[' 1'],[' 1']
2387,Apartment,"$2,250",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,766,['Not Included'],[' 1.5'],[' 2']
2388,Basement,"$1,400",Yes,Yes,Yes,No,Balcony,No,['Laundry (In Building)'],No,No,1,900,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2389,Apartment,"$1,720",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,886,['Internet'],[' 2'],[' 2']
2390,Apartment,$680,No,Yes,No,Outdoors only,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,650,['Not Included'],[' 1'],[' 1']
2391,Apartment,$680,No,Yes,No,Outdoors only,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,450,['Not Included'],[' 1'],[' 1']
2392,House,"$2,400",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,700,"['Cable / TV', 'Internet']",[' 1.5'],[' 2']
2393,House,"$1,300",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,No,0,390,['Internet'],[' 1'],[' 1']
2394,Townhouse,"$2,900",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,801,['Not Included'],[' 1'],[' 2']
2395,House,$750,Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,No,0,150,['Internet'],[' 1'],[' 1']
2396,House,$950,No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,2,980,['Not Included'],[' 1'],[' 2']
2397,Basement,"$1,500",Yes,Yes,Yes,No,Not Included,No,['Laundry (In Building)'],No,No,0,1,['Internet'],[' 1'],[' 2']
2398,Townhouse,Please Contact,Not Included,Not Included,Not Included,No,Not Included,No,['Not Included'],No,Yes,0,"3,000",['Not Included'],[' 4'],[' 5+']
2399,Apartment,"$1,450",No,Yes,Yes,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,0,750,['Not Included'],[' 1'],[' 1']
2400,House,"$2,500",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"1,850",['Not Included'],[' 1'],[' 4']
2401,House,"$3,000",Not Included,Not Included,Not Included,No,Yard,No,['Laundry (In Unit)'],No,No,2,"2,008",['Not Included'],[' 2'],[' 3 + Den']
2402,Basement,"$1,600",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,700,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2403,Condo,"$2,470",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,650,['Not Included'],[' 1'],[' 1 + Den']
2404,Apartment,"$1,875",No,Yes,Yes,Outdoors only,Balcony,Yes,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,500,['Not Included'],[' 1'],[' 1']
2405,House,"$3,000",Not Included,Not Included,Not Included,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,2,"2,000",['Not Included'],[' 2.5'],[' 3 + Den']
2406,Apartment,"$1,300",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,Limited,1,800,"['Cable / TV', 'Internet']",[' 1'],[' Bachelor/Studio']
2407,Basement,"$1,450",Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,0,650,['Not Included'],[' 1'],[' 2']
2408,Condo,"$2,990",No,Yes,No,No,Balcony,No,['Laundry (In Unit)'],No,Yes,1,874,['Not Included'],[' 2'],[' 2 + Den']
2409,House,Please Contact,Yes,Yes,Yes,No,Yard,Yes,['Laundry (In Unit)'],Yes,No,1,600,['Internet'],[' 1'],[' 1']
2410,Basement,"$1,900",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"1,000",['Not Included'],[' 1'],[' 2']
2411,Condo,"$2,000",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,0,560,['Not Included'],[' 1'],[' 1 + Den']
2412,Basement,"$1,200",Yes,Yes,Yes,No,Yard,No,['Fridge / Freezer'],No,No,1,"1,200",['Internet'],[' 1'],[' 2']
2413,House,"$2,175",Not Included,Not Included,Not Included,No,Yard,Yes,['Laundry (In Building)'],No,No,1,"1,100",['Not Included'],[' 1'],[' 2']
2414,House,"$2,200",Yes,Yes,Yes,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,2,"1,200","['Cable / TV', 'Internet']",[' 1'],[' 3']
2415,Basement,"$1,200",Yes,Yes,Yes,Outdoors only,Not Included,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,Limited,1,700,['Internet'],[' 1'],[' 1']
